assists,blocks,field_goal_attempts,field_goals,free_throw_attempts,free_throws,match_date,minutes,personal_fouls,player_name,points,quarter,rebounds,source_url,steals,team,three_point_field_goal_attempts,three_point_field_goals,turnovers
0,0,0,0,0,0,20240203,0:50,0,A.J. Green,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030DAL.html,0,MIL,0,0,0
,,,,,,20240203,,,Thanasis Antetokounmpo,,Q4,,https://www.basketball-reference.com/boxscores/202402030DAL.html,,MIL,,,
,,,,,,20240203,,,MarJon Beauchamp,,Q4,,https://www.basketball-reference.com/boxscores/202402030DAL.html,,MIL,,,
,,,,,,20240203,,,Chris Livingston,,Q4,,https://www.basketball-reference.com/boxscores/202402030DAL.html,,MIL,,,
2,0,3,2,6,6,20240203,11:10,2,Luka Dončić,10,Q4,1,https://www.basketball-reference.com/boxscores/202402030DAL.html,0,DAL,0,0,3
0,0,2,1,2,2,20240203,12:00,0,Josh Green,5,Q4,0,https://www.basketball-reference.com/boxscores/202402030DAL.html,1,DAL,2,1,1
0,0,3,2,1,1,20240203,7:08,0,Derrick Jones Jr.,5,Q4,2,https://www.basketball-reference.com/boxscores/202402030DAL.html,0,DAL,0,0,0
0,0,4,2,0,0,20240203,10:58,1,Maxi Kleber,5,Q4,0,https://www.basketball-reference.com/boxscores/202402030DAL.html,1,DAL,3,1,0
0,0,1,0,0,0,20240203,2:13,1,Grant Williams,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030DAL.html,0,DAL,1,0,1
2,0,2,0,0,0,20240203,12:00,3,Tim Hardaway Jr.,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030DAL.html,1,DAL,0,0,0
0,0,0,0,0,0,20240203,3:41,0,Dwight Powell,0,Q4,2,https://www.basketball-reference.com/boxscores/202402030DAL.html,0,DAL,0,0,0
0,0,0,0,0,0,20240203,0:50,0,Jaden Hardy,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030DAL.html,0,DAL,0,0,0
,,,,,,20240203,,,Seth Curry,,Q4,,https://www.basketball-reference.com/boxscores/202402030DAL.html,,DAL,,,
,,,,,,20240203,,,Richaun Holmes,,Q4,,https://www.basketball-reference.com/boxscores/202402030DAL.html,,DAL,,,
,,,,,,20240203,,,A.J. Lawson,,Q4,,https://www.basketball-reference.com/boxscores/202402030DAL.html,,DAL,,,
,,,,,,20240203,,,Markieff Morris,,Q4,,https://www.basketball-reference.com/boxscores/202402030DAL.html,,DAL,,,
,,,,,,20240203,,,Brandon Williams,,Q4,,https://www.basketball-reference.com/boxscores/202402030DAL.html,,DAL,,,
2,0,1,1,1,1,20240203,10:26,1,Domantas Sabonis,3,Q4,1,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,SAC,0,0,3
1,0,6,3,8,7,20240203,11:20,2,De'Aaron Fox,14,Q4,2,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,SAC,3,1,0
0,0,2,1,2,2,20240203,7:50,0,Harrison Barnes,4,Q4,0,https://www.basketball-reference.com/boxscores/202402030CHI.html,1,SAC,1,0,0
1,0,1,1,0,0,20240203,10:12,0,Keegan Murray,3,Q4,1,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,SAC,1,1,0
0,0,2,0,0,0,20240203,1:48,0,Kevin Huerter,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,SAC,1,0,0
1,0,4,2,3,2,20240203,12:00,2,Malik Monk,7,Q4,1,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,SAC,1,1,0
0,0,1,0,1,1,20240203,5:44,0,Trey Lyles,1,Q4,2,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,SAC,1,0,0
0,0,0,0,0,0,20240203,0:40,0,Davion Mitchell,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,SAC,0,0,0
,,,,,,20240203,,,JaVale McGee,,Q4,,https://www.basketball-reference.com/boxscores/202402030CHI.html,,SAC,,,
,,,,,,20240203,,,Kessler Edwards,,Q4,,https://www.basketball-reference.com/boxscores/202402030CHI.html,,SAC,,,
,,,,,,20240203,,,Chris Duarte,,Q4,,https://www.basketball-reference.com/boxscores/202402030CHI.html,,SAC,,,
,,,,,,20240203,,,Keon Ellis,,Q4,,https://www.basketball-reference.com/boxscores/202402030CHI.html,,SAC,,,
,,,,,,20240203,,,Colby Jones,,Q4,,https://www.basketball-reference.com/boxscores/202402030CHI.html,,SAC,,,
,,,,,,20240203,,,Alex Len,,Q4,,https://www.basketball-reference.com/boxscores/202402030CHI.html,,SAC,,,
2,0,4,1,0,0,20240203,10:36,2,Ayo Dosunmu,3,Q4,1,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,CHI,4,1,0
1,0,6,2,4,4,20240203,9:29,0,DeMar DeRozan,8,Q4,2,https://www.basketball-reference.com/boxscores/202402030CHI.html,1,CHI,0,0,0
1,0,1,1,0,0,20240203,10:59,3,Alex Caruso,2,Q4,2,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,CHI,0,0,1
1,0,7,4,2,2,20240203,12:00,1,Coby White,12,Q4,2,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,CHI,3,2,1
1,0,4,3,0,0,20240203,6:56,1,Nikola Vučević,7,Q4,2,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,CHI,2,1,0
0,0,1,0,0,0,20240203,2:31,0,Torrey Craig,0,Q4,1,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,CHI,1,0,0
0,0,2,1,0,0,20240203,5:04,0,Andre Drummond,2,Q4,2,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,CHI,0,0,0
0,0,0,0,0,0,20240203,2:25,2,Julian Phillips,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030CHI.html,0,CHI,0,0,0
,,,,,,20240203,,,Jevon Carter,,Q4,,https://www.basketball-reference.com/boxscores/202402030CHI.html,,CHI,,,
,,,,,,20240203,,,Terry Taylor,,Q4,,https://www.basketball-reference.com/boxscores/202402030CHI.html,,CHI,,,
,,,,,,20240203,,,Onuralp Bitim,,Q4,,https://www.basketball-reference.com/boxscores/202402030CHI.html,,CHI,,,
,,,,,,20240203,,,Henri Drell,,Q4,,https://www.basketball-reference.com/boxscores/202402030CHI.html,,CHI,,,
,,,,,,20240203,,,Adama Sanogo,,Q4,,https://www.basketball-reference.com/boxscores/202402030CHI.html,,CHI,,,
1,0,12,9,0,0,20240203,10:29,0,Stephen Curry,22,Q4,3,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,6,4,1
1,0,3,1,0,0,20240203,8:47,0,Klay Thompson,2,Q4,1,https://www.basketball-reference.com/boxscores/202402030ATL.html,2,GSW,2,0,0
1,0,0,0,0,0,20240203,7:16,1,Draymond Green,0,Q4,1,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,0,0,1
0,0,3,2,4,3,20240203,7:41,3,Jonathan Kuminga,7,Q4,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,0,0,0
,,,,,,20240203,,,Andrew Wiggins,,Q4,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,GSW,,,
2,0,1,0,0,0,20240203,12:00,1,Brandin Podziemski,0,Q4,4,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,0,0,0
0,0,2,0,0,0,20240203,5:50,1,Lester Quiñones,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,1,0,0
0,0,0,0,0,0,20240203,3:13,0,Gui Santos,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,0,0,0
0,0,0,0,0,0,20240203,1:23,1,Kevon Looney,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,0,0,1
0,0,1,1,1,1,20240203,3:21,1,Trayce Jackson-Davis,3,Q4,1,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,0,0,1
,,,,,,20240203,,,Cory Joseph,,Q4,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,GSW,,,
,,,,,,20240203,,,Dario Šarić,,Q4,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,GSW,,,
1,0,5,3,0,0,20240203,10:09,2,Jalen Johnson,7,Q4,3,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,ATL,1,1,0
2,0,6,4,2,2,20240203,11:37,0,Trae Young,12,Q4,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,ATL,3,2,0
2,0,4,1,0,0,20240203,10:37,0,Dejounte Murray,2,Q4,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,ATL,1,0,1
1,0,0,0,0,0,20240203,4:11,0,Clint Capela,0,Q4,1,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,ATL,0,0,1
0,0,2,0,0,0,20240203,3:13,0,Garrison Mathews,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,ATL,2,0,0
0,0,4,3,1,1,20240203,10:10,0,Bogdan Bogdanović,8,Q4,3,https://www.basketball-reference.com/boxscores/202402030ATL.html,1,ATL,2,1,0
0,1,3,1,2,2,20240203,8:12,1,Onyeka Okongwu,5,Q4,2,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,ATL,3,1,0
0,0,0,0,0,0,20240203,1:51,0,De'Andre Hunter,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,ATL,0,0,0
,,,,,,20240203,,,Patty Mills,,Q4,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
,,,,,,20240203,,,Kobe Bufkin,,Q4,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
,,,,,,20240203,,,Bruno Fernando,,Q4,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
,,,,,,20240203,,,Trent Forrest,,Q4,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
,,,,,,20240203,,,AJ Griffin,,Q4,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
,,,,,,20240203,,,Seth Lundy,,Q4,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
0,0,5,3,0,0,20240203,5:00,0,Stephen Curry,8,OT1,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,4,2,0
1,0,2,0,0,0,20240203,5:00,0,Klay Thompson,0,OT1,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,2,0,0
1,0,0,0,0,0,20240203,5:00,0,Draymond Green,0,OT1,1,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,0,0,0
,,,,,,20240203,,,Jonathan Kuminga,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,GSW,,,
,,,,,,20240203,,,Andrew Wiggins,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,GSW,,,
0,1,2,1,0,0,20240203,5:00,2,Brandin Podziemski,2,OT1,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,0,0,0
0,0,0,0,2,1,20240203,5:00,1,Lester Quiñones,1,OT1,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,GSW,0,0,1
,,,,,,20240203,,,Gui Santos,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,GSW,,,
,,,,,,20240203,,,Kevon Looney,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,GSW,,,
,,,,,,20240203,,,Trayce Jackson-Davis,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,GSW,,,
,,,,,,20240203,,,Cory Joseph,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,GSW,,,
,,,,,,20240203,,,Dario Šarić,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,GSW,,,
1,0,2,2,1,1,20240203,5:00,0,Jalen Johnson,5,OT1,1,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,ATL,0,0,0
2,0,2,1,0,0,20240203,5:00,1,Trae Young,2,OT1,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,ATL,0,0,0
1,0,4,3,1,1,20240203,5:00,1,Dejounte Murray,7,OT1,2,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,ATL,0,0,1
,,,,,,20240203,,,Clint Capela,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
,,,,,,20240203,,,Garrison Mathews,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
0,0,1,0,0,0,20240203,5:00,0,Bogdan Bogdanović,0,OT1,0,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,ATL,1,0,0
0,0,2,2,0,0,20240203,5:00,0,Onyeka Okongwu,4,OT1,5,https://www.basketball-reference.com/boxscores/202402030ATL.html,0,ATL,0,0,0
,,,,,,20240203,,,De'Andre Hunter,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
,,,,,,20240203,,,Patty Mills,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
,,,,,,20240203,,,Kobe Bufkin,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
,,,,,,20240203,,,Bruno Fernando,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
,,,,,,20240203,,,Trent Forrest,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
,,,,,,20240203,,,AJ Griffin,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
,,,,,,20240203,,,Seth Lundy,,OT1,,https://www.basketball-reference.com/boxscores/202402030ATL.html,,ATL,,,
1,0,5,2,3,3,20240203,9:11,0,Cam Thomas,7,Q4,0,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,BRK,3,0,0
0,1,2,0,0,0,20240203,6:18,0,Cameron Johnson,0,Q4,1,https://www.basketball-reference.com/boxscores/202402030PHI.html,1,BRK,2,0,1
0,0,2,0,2,1,20240203,3:38,0,Mikal Bridges,1,Q4,0,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,BRK,2,0,1
1,0,1,1,0,0,20240203,2:49,0,Spencer Dinwiddie,3,Q4,1,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,BRK,1,1,0
1,0,0,0,0,0,20240203,2:49,0,Nic Claxton,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,BRK,0,0,0
0,0,2,1,0,0,20240203,8:31,1,Lonnie Walker IV,3,Q4,1,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,BRK,2,1,0
0,0,1,0,0,0,20240203,9:11,0,Royce O'Neale,0,Q4,1,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,BRK,1,0,0
0,0,0,0,0,0,20240203,0:33,0,Ben Simmons,0,Q4,0,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,BRK,0,0,0
1,0,5,4,0,0,20240203,8:38,0,Trendon Watford,9,Q4,3,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,BRK,1,1,0
2,0,6,3,2,1,20240203,8:22,3,Harry Giles,8,Q4,4,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,BRK,1,1,0
,,,,,,20240203,,,Dorian Finney-Smith,,Q4,,https://www.basketball-reference.com/boxscores/202402030PHI.html,,BRK,,,
,,,,,,20240203,,,Dennis Smith Jr.,,Q4,,https://www.basketball-reference.com/boxscores/202402030PHI.html,,BRK,,,
,,,,,,20240203,,,Tyrese Maxey,,Q4,,https://www.basketball-reference.com/boxscores/202402030PHI.html,,PHI,,,
,,,,,,20240203,,,Kelly Oubre Jr.,,Q4,,https://www.basketball-reference.com/boxscores/202402030PHI.html,,PHI,,,
,,,,,,20240203,,,Danuel House Jr.,,Q4,,https://www.basketball-reference.com/boxscores/202402030PHI.html,,PHI,,,
,,,,,,20240203,,,Marcus Morris,,Q4,,https://www.basketball-reference.com/boxscores/202402030PHI.html,,PHI,,,
,,,,,,20240203,,,Paul Reed,,Q4,,https://www.basketball-reference.com/boxscores/202402030PHI.html,,PHI,,,
1,0,1,1,4,3,20240203,12:00,1,Furkan Korkmaz,5,Q4,1,https://www.basketball-reference.com/boxscores/202402030PHI.html,1,PHI,0,0,0
2,0,6,3,0,0,20240203,12:00,0,Jaden Springer,6,Q4,2,https://www.basketball-reference.com/boxscores/202402030PHI.html,1,PHI,1,0,0
4,0,3,2,0,0,20240203,12:00,0,KJ Martin,4,Q4,3,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,PHI,1,0,0
1,0,1,0,0,0,20240203,2:49,0,Patrick Beverley,0,Q4,1,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,PHI,1,0,1
0,0,1,1,0,0,20240203,2:49,0,Mo Bamba,2,Q4,1,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,PHI,0,0,0
1,0,4,2,1,0,20240203,9:11,0,Ricky Council IV,5,Q4,3,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,PHI,1,1,0
1,0,7,6,1,0,20240203,9:11,2,Terquavion Smith,17,Q4,0,https://www.basketball-reference.com/boxscores/202402030PHI.html,0,PHI,6,5,0
,,,,,,20240203,,,Nicolas Batum,,Q4,,https://www.basketball-reference.com/boxscores/202402030PHI.html,,PHI,,,
,,,,,,20240203,,,Tobias Harris,,Q4,,https://www.basketball-reference.com/boxscores/202402030PHI.html,,PHI,,,
0,1,4,3,0,0,20240202,8:49,1,CJ McCollum,6,Q4,1,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,NOP,1,0,0
1,1,2,0,0,0,20240202,8:17,2,Brandon Ingram,0,Q4,1,https://www.basketball-reference.com/boxscores/202402020SAS.html,1,NOP,0,0,1
1,0,10,5,5,4,20240202,10:50,2,Zion Williamson,14,Q4,2,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,NOP,0,0,0
0,0,0,0,0,0,20240202,1:10,0,Jonas Valančiūnas,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,NOP,0,0,0
0,0,1,1,0,0,20240202,6:14,0,Trey Murphy III,3,Q4,0,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,NOP,1,1,0
1,0,2,0,0,0,20240202,5:45,0,Dyson Daniels,0,Q4,1,https://www.basketball-reference.com/boxscores/202402020SAS.html,1,NOP,1,0,0
2,0,3,1,0,0,20240202,12:00,1,Jose Alvarado,3,Q4,2,https://www.basketball-reference.com/boxscores/202402020SAS.html,1,NOP,3,1,0
1,0,1,0,0,0,20240202,6:53,1,Naji Marshall,0,Q4,1,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,NOP,0,0,0
,,,,,,20240202,,,Jordan Hawkins,,Q4,,https://www.basketball-reference.com/boxscores/202402020SAS.html,,NOP,,,
,,,,,,20240202,,,Cody Zeller,,Q4,,https://www.basketball-reference.com/boxscores/202402020SAS.html,,NOP,,,
,,,,,,20240202,,,Jeremiah Robinson-Earl,,Q4,,https://www.basketball-reference.com/boxscores/202402020SAS.html,,NOP,,,
,,,,,,20240202,,,Matt Ryan,,Q4,,https://www.basketball-reference.com/boxscores/202402020SAS.html,,NOP,,,
1,0,6,2,2,1,20240202,6:20,0,Devin Vassell,6,Q4,1,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,SAS,3,1,1
3,0,7,2,2,2,20240202,12:00,0,Tre Jones,6,Q4,2,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,SAS,3,0,0
1,0,2,1,4,2,20240202,9:44,0,Jeremy Sochan,4,Q4,4,https://www.basketball-reference.com/boxscores/202402020SAS.html,1,SAS,1,0,1
0,0,0,0,0,0,20240202,8:08,2,Julian Champagnie,0,Q4,3,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,SAS,0,0,0
1,1,2,0,0,0,20240202,9:51,1,Victor Wembanyama,0,Q4,6,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,SAS,0,0,2
1,0,0,0,2,1,20240202,2:09,0,Zach Collins,1,Q4,0,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,SAS,0,0,0
0,1,0,0,0,0,20240202,2:16,1,Cedi Osman,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,SAS,0,0,0
0,0,2,1,0,0,20240202,3:49,0,Malaki Branham,2,Q4,1,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,SAS,1,0,0
,,,,,,20240202,,,Blake Wesley,,Q4,,https://www.basketball-reference.com/boxscores/202402020SAS.html,,SAS,,,
0,0,4,2,0,0,20240202,5:43,0,Doug McDermott,6,Q4,1,https://www.basketball-reference.com/boxscores/202402020SAS.html,0,SAS,4,2,0
,,,,,,20240202,,,Dominick Barlow,,Q4,,https://www.basketball-reference.com/boxscores/202402020SAS.html,,SAS,,,
,,,,,,20240202,,,Devonte' Graham,,Q4,,https://www.basketball-reference.com/boxscores/202402020SAS.html,,SAS,,,
,,,,,,20240202,,,Sandro Mamukelashvili,,Q4,,https://www.basketball-reference.com/boxscores/202402020SAS.html,,SAS,,,
,,,,,,20240202,,,Miles Bridges,,Q4,,https://www.basketball-reference.com/boxscores/202402020OKC.html,,CHO,,,
1,0,5,3,0,0,20240202,5:48,0,Brandon Miller,6,Q4,0,https://www.basketball-reference.com/boxscores/202402020OKC.html,1,CHO,2,0,0
1,0,1,1,2,0,20240202,5:48,0,Nick Richards,2,Q4,2,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,CHO,0,0,0
2,0,4,2,2,1,20240202,6:12,1,Bryce McGowens,5,Q4,1,https://www.basketball-reference.com/boxscores/202402020OKC.html,2,CHO,1,0,0
,,,,,,20240202,,,Cody Martin,,Q4,,https://www.basketball-reference.com/boxscores/202402020OKC.html,,CHO,,,
1,0,2,1,2,1,20240202,5:48,1,P.J. Washington,3,Q4,2,https://www.basketball-reference.com/boxscores/202402020OKC.html,1,CHO,0,0,1
0,0,4,2,0,0,20240202,9:36,0,Nick Smith Jr.,6,Q4,0,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,CHO,2,2,0
0,0,1,1,0,0,20240202,5:48,0,Leaky Black,3,Q4,0,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,CHO,1,1,0
0,0,0,0,0,0,20240202,2:24,0,Ish Smith,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,CHO,0,0,0
0,0,4,2,0,0,20240202,6:12,0,James Bouknight,5,Q4,0,https://www.basketball-reference.com/boxscores/202402020OKC.html,1,CHO,3,1,1
0,0,3,2,0,0,20240202,6:12,1,JT Thor,4,Q4,2,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,CHO,1,0,0
0,0,0,0,0,0,20240202,6:12,0,Nathan Mensah,0,Q4,1,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,CHO,0,0,0
,,,,,,20240202,,,Frank Ntilikina,,Q4,,https://www.basketball-reference.com/boxscores/202402020OKC.html,,CHO,,,
,,,,,,20240202,,,Shai Gilgeous-Alexander,,Q4,,https://www.basketball-reference.com/boxscores/202402020OKC.html,,OKC,,,
,,,,,,20240202,,,Cason Wallace,,Q4,,https://www.basketball-reference.com/boxscores/202402020OKC.html,,OKC,,,
,,,,,,20240202,,,Chet Holmgren,,Q4,,https://www.basketball-reference.com/boxscores/202402020OKC.html,,OKC,,,
,,,,,,20240202,,,Luguentz Dort,,Q4,,https://www.basketball-reference.com/boxscores/202402020OKC.html,,OKC,,,
,,,,,,20240202,,,Josh Giddey,,Q4,,https://www.basketball-reference.com/boxscores/202402020OKC.html,,OKC,,,
2,0,3,2,2,2,20240202,9:59,0,Ousmane Dieng,6,Q4,1,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,OKC,0,0,1
1,0,0,0,0,0,20240202,2:24,1,Aaron Wiggins,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,OKC,0,0,0
0,0,1,1,0,0,20240202,2:01,0,Jaylin Williams,2,Q4,0,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,OKC,0,0,0
1,0,3,1,0,0,20240202,12:00,1,Lindy Waters III,3,Q4,4,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,OKC,3,1,2
2,0,1,0,0,0,20240202,4:23,0,Vasilije Micić,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,OKC,1,0,2
0,0,2,1,0,0,20240202,5:00,1,Kenrich Williams,3,Q4,0,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,OKC,2,1,0
0,0,1,0,0,0,20240202,9:36,1,Keyontae Johnson,0,Q4,0,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,OKC,0,0,1
0,1,2,1,2,1,20240202,7:37,2,Olivier Sarr,3,Q4,4,https://www.basketball-reference.com/boxscores/202402020OKC.html,0,OKC,1,0,1
0,0,2,1,2,1,20240202,7:00,0,Aleksej Pokusevski,4,Q4,1,https://www.basketball-reference.com/boxscores/202402020OKC.html,1,OKC,1,1,0
,,,,,,20240202,,,Dāvis Bertāns,,Q4,,https://www.basketball-reference.com/boxscores/202402020OKC.html,,OKC,,,
0,0,0,0,4,3,20240202,7:11,2,Wendell Carter Jr.,3,Q4,3,https://www.basketball-reference.com/boxscores/202402020MIN.html,0,ORL,0,0,0
0,0,1,0,2,2,20240202,7:30,1,Jalen Suggs,2,Q4,2,https://www.basketball-reference.com/boxscores/202402020MIN.html,1,ORL,1,0,0
0,0,4,1,2,2,20240202,7:11,0,Paolo Banchero,4,Q4,0,https://www.basketball-reference.com/boxscores/202402020MIN.html,0,ORL,0,0,1
1,0,5,2,3,3,20240202,10:06,1,Franz Wagner,7,Q4,0,https://www.basketball-reference.com/boxscores/202402020MIN.html,1,ORL,2,0,0
,,,,,,20240202,,,Markelle Fultz,,Q4,,https://www.basketball-reference.com/boxscores/202402020MIN.html,,ORL,,,
0,1,4,1,2,1,20240202,12:00,1,Jonathan Isaac,3,Q4,7,https://www.basketball-reference.com/boxscores/202402020MIN.html,1,ORL,0,0,0
0,0,1,1,0,0,20240202,4:49,0,Gary Harris,2,Q4,0,https://www.basketball-reference.com/boxscores/202402020MIN.html,0,ORL,0,0,0
0,0,2,1,0,0,20240202,1:54,0,Joe Ingles,3,Q4,0,https://www.basketball-reference.com/boxscores/202402020MIN.html,0,ORL,2,1,0
1,0,1,0,0,0,20240202,4:30,0,Cole Anthony,0,Q4,2,https://www.basketball-reference.com/boxscores/202402020MIN.html,0,ORL,0,0,1
0,0,0,0,4,4,20240202,4:49,2,Moritz Wagner,4,Q4,2,https://www.basketball-reference.com/boxscores/202402020MIN.html,0,ORL,0,0,1
,,,,,,20240202,,,Goga Bitadze,,Q4,,https://www.basketball-reference.com/boxscores/202402020MIN.html,,ORL,,,
,,,,,,20240202,,,Anthony Black,,Q4,,https://www.basketball-reference.com/boxscores/202402020MIN.html,,ORL,,,
,,,,,,20240202,,,Caleb Houstan,,Q4,,https://www.basketball-reference.com/boxscores/202402020MIN.html,,ORL,,,
,,,,,,20240202,,,Chuma Okeke,,Q4,,https://www.basketball-reference.com/boxscores/202402020MIN.html,,ORL,,,
,,,,,,20240202,,,Trevelin Queen,,Q4,,https://www.basketball-reference.com/boxscores/202402020MIN.html,,ORL,,,
0,0,0,0,4,3,20240202,9:15,2,Rudy Gobert,3,Q4,4,https://www.basketball-reference.com/boxscores/202402020MIN.html,0,MIN,0,0,0
1,0,8,3,2,2,20240202,9:15,1,Anthony Edwards,9,Q4,0,https://www.basketball-reference.com/boxscores/202402020MIN.html,0,MIN,4,1,1
1,1,3,1,1,1,20240202,12:00,0,Karl-Anthony Towns,3,Q4,1,https://www.basketball-reference.com/boxscores/202402020MIN.html,0,MIN,1,0,1
0,0,4,1,0,0,20240202,9:10,2,Jaden McDaniels,3,Q4,1,https://www.basketball-reference.com/boxscores/202402020MIN.html,0,MIN,3,1,1
